amount,date,time,transaction_status,transaction_id,merchant_name,device_name,is_fraud,location
15.00,2025-04-20,7:38,Success,,"Kasubai Narendra Bhoi using Bank Account XXXXXXX5446 Apr 20, 2025, 7:38:54 PM GMT+05:30",realme narzo50a,0,Dondaicha
1500.00,2025-04-19,7:35,Success,,"Om Sai Provision using Bank Account XXXXXXX5446 Apr 19, 2025, 7:35:23 PM GMT+05:30",realme narzo50a,0,Shirpur
3.00,2025-04-17,12:25,Success,,"Mr VIKAS NAVAL PATIL using Bank Account XXXXXXX5446 Apr 17, 2025, 12:25:40 PM GMT+05:30",realme narzo50a,0,Indave
90.00,2025-04-16,5:43,Success,,"FULPAGARE ARJUN SADASHIV using Bank Account XXXXXXX5446 Apr 16, 2025, 5:43:52 PM GMT+05:30 Sent",realme narzo50a,0,Dondaicha
100.00,2025-04-13,8:36,Success,,,realme narzo50a,0,Indave
5000.00,2025-04-13,8:11,Success,,,realme narzo50a,0,Shirpur
150.00,2025-03-29,2:28,Success,,,realme narzo50a,0,Indave
1.00,2025-03-28,2:46,Success,,"Dream11 using Bank Account XXXXXXX5446 Mar 28, 2025, 2:46:29 PM GMT+05:30",realme narzo50a,0,Dondaicha
3500.00,2025-03-28,7:08,Success,,"Chai Code using Bank Account XXXXXXX5446 Mar 28, 2025, 7:08:37 AM GMT+05:30",realme narzo50a,0,Indave
1000.00,2025-03-28,7:07,Success,,,realme narzo50a,0,Dhule
1300.00,2025-03-28,6:59,Success,,,realme narzo50a,0,Dhule
60.00,2025-03-27,8:02,Success,,"SANDIP SANTOSH NIKAM using Bank Account XXXXXXX5446 Mar 27, 2025, 8:02:23 PM GMT+05:30",realme narzo50a,0,Indave
20.00,2025-03-27,7:28,Success,,"INDUBAI HIMAT BUVA using Bank Account XXXXXXX5446 Mar 27, 2025, 7:28:32 AM GMT+05:30",realme narzo50a,0,Indave
15.00,2025-03-27,7:22,Success,,"Mr BHAGWAN GIRI using Bank Account XXXXXXX5446 Mar 27, 2025, 7:22:04 AM GMT+05:30",realme narzo50a,0,Shirpur
399.00,2025-03-26,4:00,Success,,"Udemy India LLP using Bank Account XXXXXXX5446 Mar 26, 2025, 4:00:28 PM GMT+05:30",realme narzo50a,0,Dondaicha
1.00,2025-03-26,4:00,Success,,,realme narzo50a,0,Indave
1000.00,2025-03-25,6:50,Success,,,realme narzo50a,0,Indave
3750.00,2025-03-25,3:25,Success,,"Razorpay using Bank Account XXXXXXX5446 Mar 25, 2025, 3:25:23 PM GMT+05:30 Sent",realme narzo50a,0,Shirpur
12.00,2025-03-24,3:01,Success,,"JADHAV CHANDRADIP KEVALSING using Bank Account XXXXXXX5446 Mar 24, 2025, 3:01:41 PM GMT+05:30",realme narzo50a,0,Indave
26.00,2025-03-24,2:52,Success,,"JADHAV CHANDRADIP KEVALSING using Bank Account XXXXXXX5446 Mar 24, 2025, 2:52:29 PM GMT+05:30",realme narzo50a,0,Dondaicha
22.00,2025-03-22,2:19,Success,,"Airtel Prepaid using Bank Account XXXXXXX5446 Mar 22, 2025, 2:19:55 AM GMT+05:30",realme narzo50a,0,Dondaicha
3750.00,2025-03-21,11:13,Success,,"Chai Code using Bank Account XXXXXXX5446 Mar 21, 2025, 11:13:30 PM GMT+05:30",realme narzo50a,0,Indave
120.00,2025-03-21,11:11,Success,,,realme narzo50a,0,Dondaicha
1000.00,2025-03-21,11:09,Success,,,realme narzo50a,0,Dhule
20.00,2025-03-20,8:34,Success,,"JAIN SWARUPCHAND KEVALCHAND using Bank Account XXXXXXX5446 Mar 20, 2025, 8:34:10 PM GMT+05:30 Sent",realme narzo50a,0,Shirpur
15.00,2025-03-20,7:53,Success,,"RAJASTHAN SWEET  NA using Bank Account XXXXXXX5446 Mar 20, 2025, 7:53:01 AM GMT+05:30",realme narzo50a,0,Shirpur
10.00,2025-03-20,7:43,Success,,"RAKESH BHALCHANDRA KANADE using Bank Account XXXXXXX5446 Mar 20, 2025, 7:43:31 AM GMT+05:30",realme narzo50a,0,Dhule
15.00,2025-03-19,7:31,Success,,"MARATHE VM AMRATULYA using Bank Account XXXXXXX5446 Mar 19, 2025, 7:31:37 AM GMT+05:30",realme narzo50a,0,Shirpur
499.00,2025-03-18,5:21,Success,,"Amazon India using Bank Account XXXXXXX5446 Mar 18, 2025, 5:21:18 PM GMT+05:30 Sent",realme narzo50a,0,Dondaicha
30.00,2025-03-18,2:56,Success,,"PRAKASHKUMAR CHAMANL using Bank Account XXXXXXX5446 Mar 18, 2025, 2:56:02 PM GMT+05:30 Sent",realme narzo50a,1,Indave
30.00,2025-03-17,7:43,Success,,"BHOI DINESH SUBHASH using Bank Account XXXXXXX5446 Mar 17, 2025, 7:43:42 PM GMT+05:30",realme narzo50a,0,Dondaicha
560.00,2025-03-17,7:17,Success,,,realme narzo50a,0,Dondaicha
30.00,2025-03-16,7:49,Success,,"Kasubai Narendra Bhoi using Bank Account XXXXXXX5446 Mar 16, 2025, 7:49:21 PM GMT+05:30",realme narzo50a,0,Dondaicha
70.00,2025-03-16,7:42,Success,,"BHIMRAO ATMARAM MALI using Bank Account XXXXXXX5446 Mar 16, 2025, 7:42:38 PM GMT+05:30 Sent",realme narzo50a,0,Shirpur
120.00,2025-03-12,10:25,Success,,,realme narzo50a,0,Shirpur
15.00,2025-03-09,8:18,Success,,"Kasubai Narendra Bhoi using Bank Account XXXXXXX5446 Mar 9, 2025, 8:18:56 PM GMT+05:30",realme narzo50a,0,Shirpur
20.00,2025-03-04,8:24,Success,,"M S BHOLENATH CHAUPATI ICECREAM using Bank Account XXXXXXX5446 Mar 4, 2025, 8:24:35 PM GMT+05:30",realme narzo50a,0,Dondaicha
25.00,2025-03-03,9:30,Success,,,realme narzo50a,0,Dondaicha
50.00,2025-03-03,8:12,Success,,"SAI RAM MEDICAL AND GENERAL STORES using Bank Account XXXXXXX5446 Mar 3, 2025, 8:12:34 PM GMT+05:30",realme narzo50a,0,Shirpur
50.00,2025-03-03,5:53,Success,,,realme narzo50a,0,Indave
15.00,2025-02-27,7:38,Success,,"MARATHE VM AMRATULYA using Bank Account XXXXXXX5446 Feb 27, 2025, 7:38:41 AM GMT+05:30",realme narzo50a,0,Shirpur
30.00,2025-02-27,7:23,Success,,,realme narzo50a,0,Indave
15.00,2025-02-26,7:07,Success,,"INDUBAI HIMAT BUVA Feb 26, 2025, 7:07:24 AM GMT+05:30 Sent",realme narzo50a,0,Shirpur
18.00,2025-02-25,7:54,Success,,"VARSHA ANIL PATIL using Bank Account XXXXXXX5446 Feb 25, 2025, 7:54:45 PM GMT+05:30",realme narzo50a,0,Indave
30.00,2025-02-25,7:31,Success,,,realme narzo50a,0,Shirpur
15.00,2025-02-24,3:43,Success,,,realme narzo50a,0,Indave
60.00,2025-02-21,7:35,Success,,"BHIMRAO ATMARAM MALI using Bank Account XXXXXXX5446 Feb 21, 2025, 7:35:25 PM GMT+05:30",realme narzo50a,0,Indave
40.00,2025-02-21,12:40,Success,,"PURNA BRAMH SHUDDHA SHAKAHARI BHOJNALAY using Bank Account XXXXXXX5446 Feb 21, 2025, 12:40:15 PM GMT+05:30",realme narzo50a,0,Dhule
100.00,2025-02-21,9:45,Success,,,realme narzo50a,1,Indave
20.00,2025-02-21,7:49,Success,,"INDUBAI HIMAT BUVA using Bank Account XXXXXXX5446 Feb 21, 2025, 7:49:04 AM GMT+05:30",realme narzo50a,0,Dhule
350.90,2025-02-21,7:34,Success,,"Airtel Prepaid using Bank Account XXXXXXX5446 Feb 21, 2025, 7:34:23 AM GMT+05:30",realme narzo50a,0,Shirpur
120.00,2025-02-20,7:32,Success,,"SHAIKH MUZAMMIL SHAIKH MANZOOR using Bank Account XXXXXXX5446 Feb 20, 2025, 7:32:31 PM GMT+05:30",realme narzo50a,0,Dhule
160.00,2025-02-20,2:15,Success,,,realme narzo50a,0,Dhule
450.00,2025-02-18,9:17,Success,,,realme narzo50a,0,Dhule
50.00,2025-02-18,9:16,Success,,,realme narzo50a,0,Shirpur
80.00,2025-02-15,11:31,Success,,"SANDIP SANTOSH NIKAM using Bank Account XXXXXXX5446 Feb 15, 2025, 11:31:56 AM GMT+05:30",realme narzo50a,0,Dhule
30.00,2025-02-14,6:07,Success,,"Shiv Amrutulya using Bank Account XXXXXXX5446 Feb 14, 2025, 6:07:18 PM GMT+05:30 Sent",realme narzo50a,0,Dondaicha
800.00,2025-02-14,10:41,Success,,"HARIOM DRESSES using Bank Account XXXXXXX5446 Feb 14, 2025, 10:41:48 AM GMT+05:30",realme narzo50a,0,Dondaicha
20.00,2025-02-11,5:26,Success,,,realme narzo50a,0,Dhule
10.00,2025-02-09,12:07,Success,,"Sidharth Shantilal Jain using Bank Account XXXXXXX5446 Feb 9, 2025, 12:07:19 PM GMT+05:30",realme narzo50a,0,Shirpur
70.00,2025-02-08,10:57,Success,,"GULABBAI SANTOSH NAGARALE using Bank Account XXXXXXX5446 Feb 8, 2025, 10:57:07 AM GMT+05:30",realme narzo50a,0,Dondaicha
20.00,2025-02-08,10:32,Success,,"Mrs VARSHA BHARAT MAHAJAN using Bank Account XXXXXXX5446 Feb 8, 2025, 10:32:47 AM GMT+05:30",realme narzo50a,0,Dhule
30.00,2025-02-08,8:59,Success,,"Nitin Arun Shimpi using Bank Account XXXXXXX5446 Feb 8, 2025, 8:59:26 AM GMT+05:30",realme narzo50a,0,Dhule
100.00,2025-02-07,10:43,Success,,,realme narzo50a,0,Dhule
26.00,2025-02-06,10:02,Success,,"Airtel Prepaid using Bank Account XXXXXXX5446 Feb 6, 2025, 10:02:14 PM GMT+05:30 Sent",realme narzo50a,0,Shirpur
360.00,2025-02-04,6:29,Success,,"KAVAYITRIBCNMU using Bank Account XXXXXXX5446 Feb 4, 2025, 6:29:30 PM GMT+05:30",realme narzo50a,0,Dondaicha
306.00,2025-02-04,9:08,Success,,"LATA MAHENDRAKUMAR GUJARATHI using Bank Account XXXXXXX5446 Feb 4, 2025, 9:08:46 AM GMT+05:30 Sent",realme narzo50a,0,Shirpur
60.00,2025-02-02,7:32,Success,,"SHAIKH MUZAMMIL SHAIKH MANZOOR using Bank Account XXXXXXX5446 Feb 2, 2025, 7:32:08 PM GMT+05:30",realme narzo50a,0,Dhule
60.00,2025-02-02,7:31,Success,,"SHAIKH MUZAMMIL SHAIKH MANZOOR using Bank Account XXXXXXX5446 Feb 2, 2025, 7:31:58 PM GMT+05:30 Sent",realme narzo50a,0,Shirpur
